Ticker,Headline,Article Link
HBAN,  Huntington Bancshares Inc. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/huntington-bancshares-inc-stock-outperforms-competitors-despite-losses-on-the-day-01636754225-fbcc90a273ad?mod=mw_quote_news
HBAN,"  Huntington Bancshares Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/huntington-bancshares-inc-stock-rises-thursday-outperforms-market-01636667826-5dc286eaf182?mod=mw_quote_news
HBAN,  Huntington Bancshares Inc. stock underperforms Wednesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/huntington-bancshares-inc-stock-underperforms-wednesday-when-compared-to-competitors-despite-daily-gains-01636581428-0565e4c282b1?mod=mw_quote_news
HBAN,"  Huntington Bancshares Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/huntington-bancshares-inc-stock-falls-tuesday-underperforms-market-01636495039-6bd8e5317ca0?mod=mw_quote_news
HBAN,  Huntington Bancshares Inc. stock underperforms Monday when compared to competitors despite daily gains,https://www.marketwatch.com/story/huntington-bancshares-inc-stock-underperforms-monday-when-compared-to-competitors-despite-daily-gains-01636408626-3739156d7db9?mod=mw_quote_news
IBM,"  International Business Machines Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/story/international-business-machines-corp-stock-falls-friday-underperforms-market-01636754374-6f888c19375c?mod=mw_quote_news
IBM,"  International Business Machines Corp. stock rises Thursday, still underperforms market",https://www.marketwatch.com/story/international-business-machines-corp-stock-rises-thursday-still-underperforms-market-01636667972-cfa67c96afd3?mod=mw_quote_news
IBM,  Why This IBM Spinoff Is Struggling,https://www.marketwatch.com/articles/ibm-stock-kyndryl-dividend-51636562170?mod=mw_quote_news
IBM,  International Business Machines Corp. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/international-business-machines-corp-stock-outperforms-competitors-despite-losses-on-the-day-01636581577-b38bbf9e982f?mod=mw_quote_news
IBM,  International Business Machines Corp. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/international-business-machines-corp-stock-underperforms-tuesday-when-compared-to-competitors-01636495189-f27556ec9bf7?mod=mw_quote_news
IDXX,  IDEXX Laboratories Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/idexx-laboratories-inc-stock-outperforms-market-on-strong-trading-day-01636754415-1f6ce95adf03?mod=mw_quote_news
IDXX,"  IDEXX Laboratories Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/idexx-laboratories-inc-stock-falls-thursday-underperforms-market-01636668013-75dc730f8ed7?mod=mw_quote_news
IDXX,  IDEXX Laboratories Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/idexx-laboratories-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636581616-4b58bdca114f?mod=mw_quote_news
IDXX,"  IDEXX Laboratories Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/idexx-laboratories-inc-stock-falls-tuesday-underperforms-market-01636495227-54bc7eb02399?mod=mw_quote_news
IDXX,  IDEXX Laboratories Inc. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/idexx-laboratories-inc-stock-underperforms-monday-when-compared-to-competitors-01636408822-f982b778afe7?mod=mw_quote_news
ITW,  Illinois Tool Works Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/illinois-tool-works-inc-stock-outperforms-market-on-strong-trading-day-01636754502-36c3b055ca28?mod=mw_quote_news
ITW,"  Illinois Tool Works Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/illinois-tool-works-inc-stock-falls-thursday-underperforms-market-01636668099-213280b3e523?mod=mw_quote_news
ITW,  Illinois Tool Works Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/illinois-tool-works-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636581706-ab469abc2a11?mod=mw_quote_news
ITW,"  Illinois Tool Works Inc. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/illinois-tool-works-inc-stock-rises-tuesday-outperforms-market-01636495317-7bfe275a87a7?mod=mw_quote_news
ITW,"  Illinois Tool Works Inc. stock falls Monday, underperforms market",https://www.marketwatch.com/story/illinois-tool-works-inc-stock-falls-monday-underperforms-market-01636408904-3f5033645cb6?mod=mw_quote_news
INCY,  Incyte Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/incyte-corp-stock-outperforms-competitors-on-strong-trading-day-01636754427-1718ee401891?mod=mw_quote_news
INCY,"  Incyte Corp. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/incyte-corp-stock-falls-thursday-underperforms-market-01636668025-1c6861b9da67?mod=mw_quote_news
INCY,  Incyte Corp. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/incyte-corp-stock-underperforms-wednesday-when-compared-to-competitors-01636581628-9f1664249ef6?mod=mw_quote_news
INCY,  Incyte Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/incyte-corp-stock-outperforms-market-on-strong-trading-day-01636495241-bd274353f05c?mod=mw_quote_news
INCY,"  Incyte Corp. stock falls Monday, underperforms market",https://www.marketwatch.com/story/incyte-corp-stock-falls-monday-underperforms-market-01636408829-969ad1d6c014?mod=mw_quote_news
INTC,"  Barbie Is Back, and So Is Mattel. Plus, Qualcomm’s Car Push.",https://www.marketwatch.com/articles/mattel-qualcomm-ceos-51636757898?mod=mw_quote_news
INTC,"  Intel Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/story/intel-corp-stock-falls-friday-underperforms-market-01636754431-4e9c1d23266d?mod=mw_quote_news
INTC,"  Intel Corp. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/intel-corp-stock-falls-thursday-underperforms-market-01636668030-c42cf9471ea7?mod=mw_quote_news
INTC,"  Intel Corp. stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/intel-corp-stock-falls-wednesday-underperforms-market-01636581635-6e3442f4f92a?mod=mw_quote_news
INTC,"  Intel Corp. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/intel-corp-stock-falls-tuesday-underperforms-market-01636495246-730001c309a2?mod=mw_quote_news
IFF,  International Flavors & Fragrances Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/international-flavors-fragrances-inc-stock-outperforms-market-on-strong-trading-day-01636754422-248e9f655234?mod=mw_quote_news
IFF,"  International Flavors & Fragrances Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/international-flavors-fragrances-inc-stock-falls-thursday-underperforms-market-01636668020-c7a13ad301ec?mod=mw_quote_news
IFF,"  International Flavors & Fragrances Inc. stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/international-flavors-fragrances-inc-stock-falls-wednesday-underperforms-market-01636581623-693f565cab22?mod=mw_quote_news
IFF,  International Flavors & Fragrances Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/international-flavors-fragrances-inc-stock-outperforms-market-on-strong-trading-day-01636495236-48ce41efe4d8?mod=mw_quote_news
IFF,  International Flavors & Fragrances Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/international-flavors-fragrances-inc-stock-outperforms-market-on-strong-trading-day-01636408825-6cb4d01d881c?mod=mw_quote_news
IPG,  Interpublic Group of Cos. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/interpublic-group-of-cos-stock-underperforms-friday-when-compared-to-competitors-01636754487-1184f2c59419?mod=mw_quote_news
IPG,  Interpublic Group of Cos. stock outperforms market on strong trading day,https://www.marketwatch.com/story/interpublic-group-of-cos-stock-outperforms-market-on-strong-trading-day-01636668083-9f75f61e586b?mod=mw_quote_news
IPG,  Interpublic Group of Cos. stock underperforms Wednesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/interpublic-group-of-cos-stock-underperforms-wednesday-when-compared-to-competitors-despite-daily-gains-01636581690-87ad3e8b17a8?mod=mw_quote_news
IPG,  Interpublic Group of Cos. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/interpublic-group-of-cos-stock-underperforms-tuesday-when-compared-to-competitors-01636495298-f174bd1a54f3?mod=mw_quote_news
IPG,  Interpublic Group of Cos. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/interpublic-group-of-cos-stock-underperforms-monday-when-compared-to-competitors-01636408892-bfcf2e94b41b?mod=mw_quote_news
ISRG,"  Intuitive Surgical Inc. stock rises Friday, outperforms market",https://www.marketwatch.com/story/intuitive-surgical-inc-stock-rises-friday-outperforms-market-01636754495-e04b9185948b?mod=mw_quote_news
ISRG,  Intuitive Surgical Inc. stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/intuitive-surgical-inc-stock-underperforms-thursday-when-compared-to-competitors-01636668093-5ea584418b24?mod=mw_quote_news
ISRG,"  Intuitive Surgical Inc. stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/intuitive-surgical-inc-stock-falls-wednesday-underperforms-market-01636581698-f1ef124e3a3f?mod=mw_quote_news
ISRG,  Intuitive Surgical Inc. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/intuitive-surgical-inc-stock-outperforms-competitors-despite-losses-on-the-day-01636495309-0bfdeeb57ef6?mod=mw_quote_news
ISRG,  Intuitive Surgical Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/intuitive-surgical-inc-stock-outperforms-competitors-on-strong-trading-day-01636408897-afbf2ebbcbee?mod=mw_quote_news
IPGP,"  IPG Photonics Corp. stock rises Friday, outperforms market",https://www.marketwatch.com/story/ipg-photonics-corp-stock-rises-friday-outperforms-market-01636754487-cab2154f1d5c?mod=mw_quote_news
IPGP,  IPG Photonics Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/ipg-photonics-corp-stock-outperforms-market-on-strong-trading-day-01636668085-78af3c281a2b?mod=mw_quote_news
IPGP,  IPG Photonics Corp. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/ipg-photonics-corp-stock-underperforms-wednesday-when-compared-to-competitors-01636581690-08f3010402ce?mod=mw_quote_news
IPGP,  IPG Photonics Corp. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/ipg-photonics-corp-stock-underperforms-tuesday-when-compared-to-competitors-01636495302-adff3f03e922?mod=mw_quote_news
IPGP,  IPG Photonics Corp. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/ipg-photonics-corp-stock-underperforms-monday-when-compared-to-competitors-01636408891-a84c12aa066f?mod=mw_quote_news
IRM,  Iron Mountain Inc. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/iron-mountain-inc-stock-underperforms-friday-when-compared-to-competitors-01636754492-cc166b3cedda?mod=mw_quote_news
IRM,  Iron Mountain Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/iron-mountain-inc-stock-outperforms-market-on-strong-trading-day-01636668091-00b9d8ef4863?mod=mw_quote_news
IRM,  Iron Mountain Inc. stock outperforms market despite losses on the day,https://www.marketwatch.com/story/iron-mountain-inc-stock-outperforms-market-despite-losses-on-the-day-01636581694-55e2bd82822a?mod=mw_quote_news
IRM,"  Iron Mountain Inc. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/iron-mountain-inc-stock-rises-tuesday-outperforms-market-01636495307-928ac954a6c6?mod=mw_quote_news
IRM,  Iron Mountain Inc. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/iron-mountain-inc-stock-underperforms-monday-when-compared-to-competitors-01636408895-3689eb63d30e?mod=mw_quote_news
JKHY,"  Jack Henry & Associates Inc. stock falls Friday, underperforms market",https://www.marketwatch.com/story/jack-henry-associates-inc-stock-falls-friday-underperforms-market-01636754563-0475fb965312?mod=mw_quote_news
JKHY,"  Jack Henry & Associates Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/jack-henry-associates-inc-stock-falls-thursday-underperforms-market-01636668163-e929054567dd?mod=mw_quote_news
JKHY,  Jack Henry & Associates Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/jack-henry-associates-inc-stock-outperforms-competitors-on-strong-trading-day-01636581767-2d4e7e319893?mod=mw_quote_news
JKHY,"  Jack Henry & Associates Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/jack-henry-associates-inc-stock-falls-tuesday-underperforms-market-01636495374-4bc11c079bf3?mod=mw_quote_news
JKHY,"  Jack Henry & Associates Inc. stock rises Monday, outperforms market",https://www.marketwatch.com/story/jack-henry-associates-inc-stock-rises-monday-outperforms-market-01636408963-182e63ec3348?mod=mw_quote_news
SJM,"  J.M. Smucker Co. stock rises Friday, outperforms market",https://www.marketwatch.com/story/j-m-smucker-co-stock-rises-friday-outperforms-market-01636755674-9d006ed539aa?mod=mw_quote_news
SJM,"  J.M. Smucker Co. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/j-m-smucker-co-stock-falls-thursday-underperforms-market-01636669269-cdc7a922f6a4?mod=mw_quote_news
SJM,"  J.M. Smucker Co. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/j-m-smucker-co-stock-rises-wednesday-outperforms-market-01636582880-4826f7df3ead?mod=mw_quote_news
SJM,  J.M. Smucker Co. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/j-m-smucker-co-stock-outperforms-competitors-on-strong-trading-day-01636496494-a9c7a6091b07?mod=mw_quote_news
SJM,"  J.M. Smucker Co. stock falls Monday, underperforms market",https://www.marketwatch.com/story/j-m-smucker-co-stock-falls-monday-underperforms-market-01636410081-a70bb57096c9?mod=mw_quote_news
JCI,"  Johnson Controls International PLC stock rises Friday, outperforms market",https://www.marketwatch.com/story/johnson-controls-international-plc-stock-rises-friday-outperforms-market-01636754559-01a4ac69bc99?mod=mw_quote_news
JCI,"  Johnson Controls International PLC stock rises Thursday, still underperforms market",https://www.marketwatch.com/story/johnson-controls-international-plc-stock-rises-thursday-still-underperforms-market-01636668163-17a86e5a5379?mod=mw_quote_news
JCI,  Johnson Controls International PLC stock outperforms market despite losses on the day,https://www.marketwatch.com/story/johnson-controls-international-plc-stock-outperforms-market-despite-losses-on-the-day-01636581762-e7dbad9ebbbf?mod=mw_quote_news
JCI,"  Johnson Controls International PLC stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/johnson-controls-international-plc-stock-rises-tuesday-outperforms-market-01636495373-ae7e139fe3db?mod=mw_quote_news
JCI,"  Johnson Controls International PLC stock falls Monday, underperforms market",https://www.marketwatch.com/story/johnson-controls-international-plc-stock-falls-monday-underperforms-market-01636408961-7161b7ba3467?mod=mw_quote_news
JNPR,  Juniper Networks Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/juniper-networks-inc-stock-outperforms-competitors-on-strong-trading-day-01636754560-24a02f224623?mod=mw_quote_news
JNPR,"  Juniper Networks Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/juniper-networks-inc-stock-falls-thursday-underperforms-market-01636668160-27a20876eb59?mod=mw_quote_news
JNPR,  Juniper Networks Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/juniper-networks-inc-stock-outperforms-competitors-on-strong-trading-day-01636581763-4088015e57d4?mod=mw_quote_news
JNPR,  Juniper Networks Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/juniper-networks-inc-stock-outperforms-market-on-strong-trading-day-01636495376-bfc75ba1e5d3?mod=mw_quote_news
JNPR,"  Juniper Networks Inc. stock falls Monday, underperforms market",https://www.marketwatch.com/story/juniper-networks-inc-stock-falls-monday-underperforms-market-01636408964-b6d2fa4c824a?mod=mw_quote_news
K,  Kellogg Co. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/kellogg-co-stock-underperforms-friday-when-compared-to-competitors-01636754572-273ee170f11d?mod=mw_quote_news
K,  Kellogg’s sues its striking cereal-plant workers,https://www.marketwatch.com/story/kelloggs-sues-its-striking-cereal-plant-workers-01636670457?mod=mw_quote_news
K,  Kellogg Co. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/kellogg-co-stock-outperforms-competitors-despite-losses-on-the-day-01636668170-c8101be1fa53?mod=mw_quote_news
K,  Kellogg Co. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/kellogg-co-stock-outperforms-competitors-on-strong-trading-day-01636581776-37b1cc9bc538?mod=mw_quote_news
K,  Kellogg Co. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/kellogg-co-stock-outperforms-competitors-on-strong-trading-day-01636495387-40c6d73152ae?mod=mw_quote_news
KEYS,"  Keysight Technologies Inc. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/keysight-technologies-inc-stock-rises-friday-still-underperforms-market-01636754596-af86efc2ac00?mod=mw_quote_news
KEYS,"  Keysight Technologies Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/keysight-technologies-inc-stock-rises-thursday-outperforms-market-01636668193-ec2db25c6558?mod=mw_quote_news
KEYS,  Keysight Technologies Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/keysight-technologies-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636581806-9175fb8caa29?mod=mw_quote_news
KEYS,  Keysight Technologies Inc. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/keysight-technologies-inc-stock-underperforms-tuesday-when-compared-to-competitors-01636495412-216248bc3888?mod=mw_quote_news
KEYS,  Keysight Technologies Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/keysight-technologies-inc-stock-outperforms-competitors-on-strong-trading-day-01636408999-7e2f479a456f?mod=mw_quote_news
KIM,"  Kimco Realty Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/story/kimco-realty-corp-stock-falls-friday-underperforms-market-01636754626-292efe102ba3?mod=mw_quote_news
KIM,"  Kimco Realty Corp. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/kimco-realty-corp-stock-rises-thursday-outperforms-market-01636668222-b243bc519abf?mod=mw_quote_news
KIM,"  Kimco Realty Corp. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/kimco-realty-corp-stock-rises-wednesday-outperforms-market-01636581831-c0c68ea4a1bd?mod=mw_quote_news
KIM,  Kimco Realty Corp. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/kimco-realty-corp-stock-outperforms-competitors-despite-losses-on-the-day-01636495439-30b556d4c58f?mod=mw_quote_news
KIM,"  Kimco Realty Corp. stock falls Monday, underperforms market",https://www.marketwatch.com/story/kimco-realty-corp-stock-falls-monday-underperforms-market-01636409029-205463e862ba?mod=mw_quote_news
KLAC,"  KLA Corp. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/kla-corp-stock-rises-friday-still-underperforms-market-01636754629-d2512c91c873?mod=mw_quote_news
KLAC,  KLA Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/kla-corp-stock-outperforms-market-on-strong-trading-day-01636668230-676256caff74?mod=mw_quote_news
KLAC,  KLA Corp. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/kla-corp-stock-outperforms-competitors-despite-losses-on-the-day-01636581833-f0f62495bce5?mod=mw_quote_news
KLAC,  KLA Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/kla-corp-stock-outperforms-competitors-on-strong-trading-day-01636495448-df3e7ed959a4?mod=mw_quote_news
KLAC,"  KLA Corp. stock falls Monday, underperforms market",https://www.marketwatch.com/story/kla-corp-stock-falls-monday-underperforms-market-01636409031-17979e6359c3?mod=mw_quote_news
KR,  Kroger Co. stock outperforms market on strong trading day,https://www.marketwatch.com/story/kroger-co-stock-outperforms-market-on-strong-trading-day-01636754661-55e2eead656a?mod=mw_quote_news
KR,"  Kroger Co. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/kroger-co-stock-falls-thursday-underperforms-market-01636668248-b1ead5c6d670?mod=mw_quote_news
KR,  Kroger Co. stock outperforms market on strong trading day,https://www.marketwatch.com/story/kroger-co-stock-outperforms-market-on-strong-trading-day-01636581855-1f7a28287dd2?mod=mw_quote_news
KR,  Kroger Co. stock outperforms market on strong trading day,https://www.marketwatch.com/story/kroger-co-stock-outperforms-market-on-strong-trading-day-01636495469-b54f3280c755?mod=mw_quote_news
KR,  Kroger Co. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/kroger-co-stock-underperforms-monday-when-compared-to-competitors-01636409060-59381ab891bf?mod=mw_quote_news
LH,  Laboratory Corp. of America Holdings stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/laboratory-corp-of-america-holdings-stock-outperforms-competitors-on-strong-trading-day-01636754704-1865e1f0694f?mod=mw_quote_news
LH,  Laboratory Corp. of America Holdings stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/laboratory-corp-of-america-holdings-stock-outperforms-competitors-on-strong-trading-day-01636668303-5d4cba3b15bb?mod=mw_quote_news
LH,  Laboratory Corp. of America Holdings stock outperforms market on strong trading day,https://www.marketwatch.com/story/laboratory-corp-of-america-holdings-stock-outperforms-market-on-strong-trading-day-01636581908-2d165da2d221?mod=mw_quote_news
LH,  Laboratory Corp. of America Holdings stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/laboratory-corp-of-america-holdings-stock-underperforms-tuesday-when-compared-to-competitors-01636495522-47075da4a135?mod=mw_quote_news
LH,  Laboratory Corp. of America Holdings stock outperforms market on strong trading day,https://www.marketwatch.com/story/laboratory-corp-of-america-holdings-stock-outperforms-market-on-strong-trading-day-01636409106-7d3098d6f51c?mod=mw_quote_news
LW,"  Lamb Weston Holdings Inc. stock falls Friday, underperforms market",https://www.marketwatch.com/story/lamb-weston-holdings-inc-stock-falls-friday-underperforms-market-01636754773-c856027cb0aa?mod=mw_quote_news
LW,  Lamb Weston Holdings Inc. stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/lamb-weston-holdings-inc-stock-underperforms-thursday-when-compared-to-competitors-01636668377-09ce110f686a?mod=mw_quote_news
LW,  Lamb Weston Holdings Inc. stock outperforms market despite losses on the day,https://www.marketwatch.com/story/lamb-weston-holdings-inc-stock-outperforms-market-despite-losses-on-the-day-01636581978-1aed0021d4b4?mod=mw_quote_news
LW,  Lamb Weston Holdings Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/lamb-weston-holdings-inc-stock-outperforms-market-on-strong-trading-day-01636495592-b90e2de8f629?mod=mw_quote_news
LW,"  Lamb Weston Holdings Inc. stock rises Monday, outperforms market",https://www.marketwatch.com/story/lamb-weston-holdings-inc-stock-rises-monday-outperforms-market-01636409179-4bb1f5e9a506?mod=mw_quote_news
LEG,  Leggett & Platt Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/leggett-platt-inc-stock-outperforms-market-on-strong-trading-day-01636754701-e3cc405e4b88?mod=mw_quote_news
LEG,  Leggett & Platt Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/leggett-platt-inc-stock-outperforms-market-on-strong-trading-day-01636668300-862e6167547d?mod=mw_quote_news
LEG,  Leggett & Platt Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/leggett-platt-inc-stock-outperforms-market-on-strong-trading-day-01636581906-f3b8b1b8cad6?mod=mw_quote_news
LEG,"  Leggett & Platt Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/leggett-platt-inc-stock-falls-tuesday-underperforms-market-01636495515-8aad346b9d32?mod=mw_quote_news
LEG,  Leggett & Platt Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/leggett-platt-inc-stock-outperforms-competitors-on-strong-trading-day-01636409106-85cb30a98faa?mod=mw_quote_news
LEN,  D.R. Horton Stock Is Gaining Because the Housing Market Will Remain Strong Despite Shortages,https://www.marketwatch.com/articles/dr-horton-stock-price-earnings-housing-market-51636485014?mod=mw_quote_news
LEN,  New home sales soared in September — median sales price of new houses hits record high,https://www.marketwatch.com/story/new-home-sales-soared-in-september-but-is-the-housing-markets-rebound-coming-to-an-end-11635257630?mod=mw_quote_news
LEN,  More Home Builder Earnings Are On the Way. What to Know.,https://www.marketwatch.com/articles/home-builder-pultegroup-taylor-morrison-earnings-51634947963?mod=mw_quote_news
LEN,  Housing Starts and Permits Disappoint as Supply-Chain Issues Persist,https://www.marketwatch.com/articles/housing-starts-permits-supply-chain-51634652941?mod=mw_quote_news
LEN,  Home builders grow more confident in spite of continued supply-chain headaches,https://www.marketwatch.com/story/home-builders-grow-more-confident-in-spite-of-continued-supply-chain-headaches-11634565934?mod=mw_quote_news
LIN,"  Linde PLC stock rises Friday, still underperforms market",https://www.marketwatch.com/story/linde-plc-stock-rises-friday-still-underperforms-market-01636754707-db7560860edd?mod=mw_quote_news
LIN,"  Linde PLC stock falls Thursday, underperforms market",https://www.marketwatch.com/story/linde-plc-stock-falls-thursday-underperforms-market-01636668311-d508d2f8725d?mod=mw_quote_news
LIN,  Linde PLC stock outperforms market despite losses on the day,https://www.marketwatch.com/story/linde-plc-stock-outperforms-market-despite-losses-on-the-day-01636581912-e7701f2d2c3c?mod=mw_quote_news
LIN,"  Linde PLC stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/linde-plc-stock-rises-tuesday-outperforms-market-01636495524-e48c66f38276?mod=mw_quote_news
LIN,"  Linde PLC stock rises Monday, outperforms market",https://www.marketwatch.com/story/linde-plc-stock-rises-monday-outperforms-market-01636409113-7dc14e334906?mod=mw_quote_news
LKQ,"  LKQ Corp. stock rises Friday, outperforms market",https://www.marketwatch.com/story/lkq-corp-stock-rises-friday-outperforms-market-01636754728-627a67c79c24?mod=mw_quote_news
LKQ,  LKQ Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/lkq-corp-stock-outperforms-competitors-on-strong-trading-day-01636668316-79790399d983?mod=mw_quote_news
LKQ,  LKQ Corp. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/lkq-corp-stock-underperforms-wednesday-when-compared-to-competitors-01636581922-887c19044c78?mod=mw_quote_news
LKQ,"  LKQ Corp. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/lkq-corp-stock-rises-tuesday-outperforms-market-01636495536-07e9acdcdaa6?mod=mw_quote_news
LKQ,  LKQ Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/lkq-corp-stock-outperforms-market-on-strong-trading-day-01636409129-304c465972e0?mod=mw_quote_news
L,  Loews Corp. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/loews-corp-stock-underperforms-friday-when-compared-to-competitors-01636754697-8736baeca8b9?mod=mw_quote_news
L,  Loews Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/loews-corp-stock-outperforms-competitors-on-strong-trading-day-01636668293-ac477e0d7d7c?mod=mw_quote_news
L,  Loews Corp. stock outperforms market despite losses on the day,https://www.marketwatch.com/story/loews-corp-stock-outperforms-market-despite-losses-on-the-day-01636581901-dbdba54ced39?mod=mw_quote_news
L,"  Loews Corp. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/loews-corp-stock-falls-tuesday-underperforms-market-01636495510-f51f2ffb2809?mod=mw_quote_news
L,"  Loews Corp. stock rises Monday, outperforms market",https://www.marketwatch.com/story/loews-corp-stock-rises-monday-outperforms-market-01636409099-c090b70b2042?mod=mw_quote_news
LUMN,  Lumen Technologies and Ventyx Biosciences Stock See Action From Activist Investors,https://www.marketwatch.com/articles/lumen-technologies-and-ventyx-biosciences-stock-see-action-from-activist-investors-51636748406?mod=mw_quote_news
LUMN,  Rates Are Still Low. Here Are 8 Large-Cap Stocks That Offer Income.,https://www.marketwatch.com/articles/interest-rates-income-stocks-51624309186?mod=mw_quote_news
LUMN,"  T-Mobile, AMD, Levi Strauss, Constellation Brands, and Other Stocks to Watch This Week",https://www.marketwatch.com/articles/t-mobile-amd-levi-strauss-constellation-brands-and-other-stocks-for-investors-to-watch-this-week-51617562824?mod=mw_quote_news
LUMN,  The Dow Fell 121 Points Because Higher Rates Wrecked Growth Stocks ,https://www.marketwatch.com/articles/dow-jones-industrial-average-fell-higher-rates-wrecked-stocks-51614808830?mod=mw_quote_news
